     3.800     4.000     2.000     1.000     0.445     0.555     2.000
     3.000     3.000     2.500     2.750     0.365     0.635     2.000
     1.800     2.800     3.500     3.375     0.118     0.882     2.000
     1.400     1.000     2.750     2.750     0.222     0.778     2.000
     1.800     2.200     2.000     2.000     0.399     0.601     2.000
     1.600     1.600     2.750     1.875     0.118     0.882     2.000
     3.000     3.800     1.250     2.250     0.144     0.856     2.000
     2.600     2.200     2.000     2.000     0.448     0.552     2.000
     1.000     2.800     1.000     2.625     0.988     0.012     1.000
     2.200     2.000     1.000     1.750     0.950     0.050     1.000
     2.400     2.400     2.250     2.000     0.278     0.722     2.000
     2.600     3.000     2.000     1.500     0.321     0.679     2.000
     2.800     2.400     1.750     1.500     0.368     0.632     2.000
     3.600     1.600     2.250     3.125     1.000     0.000     1.000
     1.800     1.800     2.500     2.750     0.214     0.786     2.000
     2.200     2.400     3.000     2.250     0.202     0.798     2.000
     2.200     1.800     2.000     2.000     0.580     0.420     1.000
     1.800     2.400     2.000     2.000     0.393     0.607     2.000
     1.600     2.400     2.250     2.875     0.210     0.790     2.000
     2.200     3.000     1.000     2.250     0.642     0.358     1.000
     3.800     2.600     1.750     1.875     0.702     0.298     1.000
     4.200     3.000     1.250     1.714     0.388     0.612     2.000
     1.600     2.000     3.500     2.625     0.039     0.961     2.000
     1.400     2.400     2.000     2.000     0.553     0.447     1.000
     2.600     2.000     2.000     3.000     0.804     0.196     1.000
         *     3.000         *         *     0.440     0.560     2.000
     2.200     2.000     2.750     2.000     0.197     0.803     2.000
     1.800     2.000     2.250     1.500     0.302     0.698     2.000
     2.800     2.800     3.000     2.750     0.428     0.572     2.000
     2.000     3.600     1.250     1.000     0.941     0.059     1.000
     3.800     4.000     2.750     1.000     0.977     0.023     1.000
     2.400     2.600     2.500     2.000     0.264     0.736     2.000
     3.400     4.000     1.667     1.125     0.293     0.707     2.000
     4.800     4.000     4.000     1.000     1.000     0.000     1.000
     2.400     2.200     2.500     2.875     0.304     0.696     2.000
     2.800     3.000     1.000     2.250     0.403     0.597     2.000
     1.800     3.000     2.250     3.625     0.127     0.873     2.000
     1.600     2.400     2.500     2.125     0.250     0.750     2.000
     1.000     4.000     2.000     1.500     1.000     0.000     1.000
     1.000     2.000     3.000     2.000     0.120     0.880     2.000
     3.200     3.400     1.750     2.250     0.194     0.806     2.000
     2.400     2.000     1.750     2.250     0.709     0.291     1.000
     2.400     3.000     4.000     2.125     0.958     0.042     1.000
     2.600     3.000     2.250     2.000     0.307     0.693     2.000
     1.400     2.600     3.000     2.250     0.302     0.698     2.000
     2.800     3.000     4.000     2.286     0.972     0.028     1.000
     3.000     3.400     4.000     1.375     0.999     0.001     1.000
     2.000     3.400     1.750     1.500     0.818     0.182     1.000
     2.600     2.800     2.250     1.667     0.299     0.701     2.000
     1.800     1.600     3.750     2.286     0.039     0.961     2.000
     2.600     3.400     1.750     1.750     0.365     0.635     2.000
     2.800     3.200     1.250     1.125     0.236     0.764     2.000
     2.400     2.800     2.750     3.000     0.203     0.797     2.000
     3.200     3.000     2.667     2.250     0.529     0.471     1.000
     1.000     2.600     2.000     2.375     0.751     0.249     1.000
     3.200     3.000     1.000     2.625     0.459     0.541     2.000
     4.000     2.800     2.500     3.000     0.962     0.038     1.000
     3.000     3.000     2.000     2.625     0.284     0.716     2.000
     3.000     4.000     3.667     1.000     1.000     0.000     1.000
     2.400     3.000     3.000     2.875     0.318     0.682     2.000
     2.800     2.600     3.000     1.500     0.499     0.501     2.000
     3.000     3.000     2.750     2.125     0.506     0.494     1.000
     2.600     4.000     2.000     1.750     0.835     0.165     1.000
     3.000     2.000     2.750     2.000     0.632     0.368     1.000
     2.200     2.400     4.000     2.000     0.571     0.429     1.000
     3.400     4.000     2.500     2.000     0.825     0.175     1.000
     3.200     3.000     2.500     1.875     0.451     0.549     2.000
     3.400     3.750     1.250     2.143     0.085     0.915     2.000
     2.000     2.000     2.500     2.250     0.211     0.789     2.000
     3.400     3.800     1.000     1.250     0.058     0.942     2.000
     2.800     4.000     2.000     2.000     0.656     0.344     1.000
     2.000     3.000     1.000     1.750     0.782     0.218     1.000
     2.600     3.000     2.000     2.000     0.279     0.721     2.000
     3.500     2.800     2.000     3.286     0.764     0.236     1.000
     2.200     3.000     2.000     2.000     0.377     0.623     2.000
     1.000     2.600     1.500     1.857     0.964     0.036     1.000
     3.000     3.000     1.750     1.500     0.222     0.778     2.000
