     3.800     4.000     2.000     1.000     0.999     0.001     1.000
     3.000     3.000     2.500     2.750     0.906     0.094     1.000
     1.800     2.800     3.500     3.375     0.032     0.968     2.000
     1.400     1.000     2.750     2.750     0.000     1.000     2.000
     1.800     2.200     2.000     2.000     0.185     0.815     2.000
     1.600     1.600     2.750     1.875     0.005     0.995     2.000
     3.000     3.800     1.250     2.250     0.997     0.003     1.000
     2.600     2.200     2.000     2.000     0.589     0.411     1.000
     1.000     2.800     1.000     2.625     0.142     0.858     2.000
     2.200     2.000     1.000     1.750     0.406     0.594     2.000
     2.400     2.400     2.250     2.000     0.608     0.392     1.000
     2.600     3.000     2.000     1.500     0.966     0.034     1.000
     2.800     2.400     1.750     1.500     0.889     0.111     1.000
     3.600     1.600     2.250     3.125     0.084     0.916     2.000
     1.800     1.800     2.500     2.750     0.010     0.990     2.000
     2.200     2.400     3.000     2.250     0.234     0.766     2.000
     2.200     1.800     2.000     2.000     0.104     0.896     2.000
     1.800     2.400     2.000     2.000     0.323     0.677     2.000
     1.600     2.400     2.250     2.875     0.066     0.934     2.000
     2.200     3.000     1.000     2.250     0.929     0.071     1.000
     3.800     2.600     1.750     1.875     0.982     0.018     1.000
     4.200     3.000     1.250     1.714     0.998     0.002     1.000
     1.600     2.000     3.500     2.625     0.004     0.996     2.000
     1.400     2.400     2.000     2.000     0.137     0.863     2.000
     2.600     2.000     2.000     3.000     0.144     0.856     2.000
         *     3.000         *         *     0.879     0.121     1.000
     2.200     2.000     2.750     2.000     0.106     0.894     2.000
     1.800     2.000     2.250     1.500     0.104     0.896     2.000
     2.800     2.800     3.000     2.750     0.669     0.331     1.000
     2.000     3.600     1.250     1.000     0.984     0.016     1.000
     3.800     4.000     2.750     1.000     0.999     0.001     1.000
     2.400     2.600     2.500     2.000     0.700     0.300     1.000
     3.400     4.000     1.667     1.125     0.999     0.001     1.000
     4.800     4.000     4.000     1.000     0.995     0.005     1.000
     2.400     2.200     2.500     2.875     0.153     0.847     2.000
     2.800     3.000     1.000     2.250     0.978     0.022     1.000
     1.800     3.000     2.250     3.625     0.155     0.845     2.000
     1.600     2.400     2.500     2.125     0.127     0.873     2.000
     1.000     4.000     2.000     1.500     0.766     0.234     1.000
     1.000     2.000     3.000     2.000     0.003     0.997     2.000
     3.200     3.400     1.750     2.250     0.993     0.007     1.000
     2.400     2.000     1.750     2.250     0.290     0.710     2.000
     2.400     3.000     4.000     2.125     0.414     0.586     2.000
     2.600     3.000     2.250     2.000     0.939     0.061     1.000
     1.400     2.600     3.000     2.250     0.070     0.930     2.000
     2.800     3.000     4.000     2.286     0.569     0.431     1.000
     3.000     3.400     4.000     1.375     0.912     0.088     1.000
     2.000     3.400     1.750     1.500     0.961     0.039     1.000
     2.600     2.800     2.250     1.667     0.920     0.080     1.000
     1.800     1.600     3.750     2.286     0.001     0.999     2.000
     2.600     3.400     1.750     1.750     0.988     0.012     1.000
     2.800     3.200     1.250     1.125     0.993     0.007     1.000
     2.400     2.800     2.750     3.000     0.456     0.544     2.000
     3.200     3.000     2.667     2.250     0.955     0.045     1.000
     1.000     2.600     2.000     2.375     0.058     0.942     2.000
     3.200     3.000     1.000     2.625     0.982     0.018     1.000
     4.000     2.800     2.500     3.000     0.932     0.068     1.000
     3.000     3.000     2.000     2.625     0.952     0.048     1.000
     3.000     4.000     3.667     1.000     0.983     0.017     1.000
     2.400     3.000     3.000     2.875     0.568     0.432     1.000
     2.800     2.600     3.000     1.500     0.799     0.201     1.000
     3.000     3.000     2.750     2.125     0.941     0.059     1.000
     2.600     4.000     2.000     1.750     0.994     0.006     1.000
     3.000     2.000     2.750     2.000     0.371     0.629     2.000
     2.200     2.400     4.000     2.000     0.072     0.928     2.000
     3.400     4.000     2.500     2.000     0.997     0.003     1.000
     3.200     3.000     2.500     1.875     0.974     0.026     1.000
     3.400     3.750     1.250     2.143     0.998     0.002     1.000
     2.000     2.000     2.500     2.250     0.072     0.928     2.000
     3.400     3.800     1.000     1.250     0.999     0.001     1.000
     2.800     4.000     2.000     2.000     0.995     0.005     1.000
     2.000     3.000     1.000     1.750     0.928     0.072     1.000
     2.600     3.000     2.000     2.000     0.952     0.048     1.000
     3.500     2.800     2.000     3.286     0.885     0.115     1.000
     2.200     3.000     2.000     2.000     0.893     0.107     1.000
     1.000     2.600     1.500     1.857     0.136     0.864     2.000
     3.000     3.000     1.750     1.500     0.987     0.013     1.000
     2.200     1.000     3.250     1.250     0.001     0.999     2.000
     3.800     3.600     4.000     2.000     0.968     0.032     1.000
     2.000     3.000     3.000     2.000     0.618     0.382     1.000
     3.000     3.000     2.000     2.000     0.976     0.024     1.000
     3.400     3.000     1.000     1.250     0.996     0.004     1.000
     2.000     3.000     1.000     2.000     0.913     0.087     1.000
     1.000     2.200     2.500     2.286     0.010     0.990     2.000
     1.000     1.200     1.000     3.500     0.000     1.000     2.000
     2.400     3.600     2.000     1.875     0.983     0.017     1.000
     1.000     2.000     3.000     3.000     0.001     0.999     2.000
     1.000     1.000     4.000     4.000     0.000     1.000     2.000
     2.600     2.200     2.000     1.875     0.616     0.384     1.000
     4.000     3.000     2.250     1.000     0.995     0.005     1.000
         *     2.400         *         *     0.525     0.475     1.000
     3.800     3.600     1.000     1.000     0.999     0.001     1.000
     2.800     4.000     1.000     2.000     0.998     0.002     1.000
     3.000     4.000     1.000     1.000     0.999     0.001     1.000
     3.000     3.000     2.000     1.875     0.979     0.021     1.000
     3.000     2.600     2.000     2.000     0.926     0.074     1.000
     2.800     3.000     2.000     3.125     0.859     0.141     1.000
     2.600     2.800     2.000     2.000     0.918     0.082     1.000
     4.000     3.400     3.000     2.000     0.992     0.008     1.000
     2.000     2.600     1.750     2.625     0.481     0.519     2.000
     3.200     3.000     1.000     1.000     0.995     0.005     1.000
     3.000     2.400     2.000     2.375     0.808     0.192     1.000
     2.200     2.600     1.000     1.000     0.898     0.102     1.000
     2.500     2.600     2.000     2.125     0.811     0.189     1.000
     3.400     3.800     2.000     2.625     0.995     0.005     1.000
     2.600     3.200     1.000     3.000     0.946     0.054     1.000
