     3.800     4.000     2.000     1.000     0.134     0.866     2.000
     3.000     3.000     2.500     2.750     0.054     0.946     2.000
     1.800     2.800     3.500     3.375     0.017     0.983     2.000
     1.400     1.000     2.750     2.750     0.772     0.228     1.000
     1.800     2.200     2.000     2.000     0.390     0.610     2.000
     1.600     1.600     2.750     1.875     0.665     0.335     1.000
     3.000     3.800     1.250     2.250     0.061     0.939     2.000
     2.600     2.200     2.000     2.000     0.305     0.695     2.000
     1.000     2.800     1.000     2.625     0.898     0.102     1.000
     2.200     2.000     1.000     1.750     0.910     0.090     1.000
     2.400     2.400     2.250     2.000     0.193     0.807     2.000
     2.600     3.000     2.000     1.500     0.129     0.871     2.000
     2.800     2.400     1.750     1.500     0.234     0.766     2.000
     3.600     1.600     2.250     3.125     0.921     0.079     1.000
     1.800     1.800     2.500     2.750     0.184     0.816     2.000
     2.200     2.400     3.000     2.250     0.208     0.792     2.000
     2.200     1.800     2.000     2.000     0.644     0.356     1.000
     1.800     2.400     2.000     2.000     0.307     0.693     2.000
     1.600     2.400     2.250     2.875     0.065     0.935     2.000
     2.200     3.000     1.000     2.250     0.278     0.722     2.000
     3.800     2.600     1.750     1.875     0.282     0.718     2.000
     4.200     3.000     1.250     1.714     0.129     0.871     2.000
     1.600     2.000     3.500     2.625     0.158     0.842     2.000
     1.400     2.400     2.000     2.000     0.477     0.523     2.000
     2.600     2.000     2.000     3.000     0.186     0.814     2.000
         *     3.000         *         *     0.187     0.813     2.000
     2.200     2.000     2.750     2.000     0.365     0.635     2.000
     1.800     2.000     2.250     1.500     0.549     0.451     1.000
     2.800     2.800     3.000     2.750     0.098     0.902     2.000
     2.000     3.600     1.250     1.000     0.399     0.601     2.000
     3.800     4.000     2.750     1.000     0.832     0.168     1.000
     2.400     2.600     2.500     2.000     0.172     0.828     2.000
     3.400     4.000     1.667     1.125     0.079     0.921     2.000
     4.800     4.000     4.000     1.000     1.000     0.000     1.000
     2.400     2.200     2.500     2.875     0.067     0.933     2.000
     2.800     3.000     1.000     2.250     0.137     0.863     2.000
     1.800     3.000     2.250     3.625     0.004     0.996     2.000
     1.600     2.400     2.500     2.125     0.264     0.736     2.000
     1.000     4.000     2.000     1.500     0.997     0.003     1.000
     1.000     2.000     3.000     2.000     0.575     0.425     1.000
     3.200     3.400     1.750     2.250     0.054     0.946     2.000
     2.400     2.000     1.750     2.250     0.505     0.495     1.000
     2.400     3.000     4.000     2.125     0.950     0.050     1.000
     2.600     3.000     2.250     2.000     0.121     0.879     2.000
     1.400     2.600     3.000     2.250     0.328     0.672     2.000
     2.800     3.000     4.000     2.286     0.945     0.055     1.000
