     3.800     4.000     2.000     1.000     0.951     0.000     0.041     0.008     1.000
     3.000     3.000     2.500     2.750     0.000     0.001     0.993     0.006     3.000
     1.800     2.800     3.500     3.375     0.000     0.402     0.596     0.001     3.000
     1.400     1.000     2.750     2.750     0.000     0.535     0.012     0.453     2.000
     1.800     2.200     2.000     2.000     0.000     0.379     0.160     0.461     4.000
     1.600     1.600     2.750     1.875     0.000     0.855     0.021     0.125     2.000
     3.000     3.800     1.250     2.250     0.000     0.005     0.992     0.003     3.000
     2.600     2.200     2.000     2.000     0.000     0.014     0.565     0.421     3.000
     1.000     2.800     1.000     2.625     0.000     0.183     0.004     0.813     4.000
     2.200     2.000     1.000     1.750     0.000     0.010     0.058     0.932     4.000
     2.400     2.400     2.250     2.000     0.000     0.057     0.634     0.309     3.000
     2.600     3.000     2.000     1.500     0.000     0.016     0.832     0.153     3.000
     2.800     2.400     1.750     1.500     0.000     0.012     0.731     0.257     3.000
     3.600     1.600     2.250     3.125     0.000     0.000     0.586     0.414     3.000
     1.800     1.800     2.500     2.750     0.000     0.576     0.211     0.213     2.000
     2.200     2.400     3.000     2.250     0.000     0.093     0.588     0.318     3.000
     2.200     1.800     2.000     2.000     0.000     0.066     0.164     0.770     4.000
     1.800     2.400     2.000     2.000     0.000     0.373     0.217     0.410     4.000
     1.600     2.400     2.250     2.875     0.000     0.808     0.154     0.038     2.000
     2.200     3.000     1.000     2.250     0.000     0.282     0.545     0.173     3.000
     3.800     2.600     1.750     1.875     0.000     0.000     0.762     0.238     3.000
     4.200     3.000     1.250     1.714     0.000     0.000     0.938     0.062     3.000
     1.600     2.000     3.500     2.625     0.000     0.790     0.128     0.082     2.000
     1.400     2.400     2.000     2.000     0.000     0.388     0.071     0.541     4.000
     2.600     2.000     2.000     3.000     0.000     0.005     0.920     0.076     3.000
         *     3.000         *         *     0.066     0.053     0.729     0.152     3.000
     2.200     2.000     2.750     2.000     0.000     0.221     0.322     0.457     4.000
     1.800     2.000     2.250     1.500     0.000     0.758     0.081     0.161     2.000
     2.800     2.800     3.000     2.750     0.000     0.002     0.974     0.025     3.000
     2.000     3.600     1.250     1.000     0.906     0.010     0.063     0.020     1.000
     3.800     4.000     2.750     1.000     0.770     0.000     0.017     0.213     1.000
     2.400     2.600     2.500     2.000     0.000     0.037     0.693     0.270     3.000
     3.400     4.000     1.667     1.125     0.559     0.000     0.422     0.020     1.000
     4.800     4.000     4.000     1.000     0.001     0.000     0.000     0.999     4.000
     2.400     2.200     2.500     2.875     0.000     0.054     0.901     0.045     3.000
     2.800     3.000     1.000     2.250     0.000     0.009     0.952     0.038     3.000
     1.800     3.000     2.250     3.625     0.000     0.950     0.050     0.000     2.000
     1.600     2.400     2.500     2.125     0.000     0.444     0.190     0.366     2.000
     1.000     4.000     2.000     1.500     0.000     0.000     0.001     0.999     4.000
     1.000     2.000     3.000     2.000     0.000     0.649     0.029     0.322     2.000
     3.200     3.400     1.750     2.250     0.000     0.000     0.991     0.009     3.000
     2.400     2.000     1.750     2.250     0.000     0.015     0.331     0.654     4.000
     2.400     3.000     4.000     2.125     0.000     0.000     0.062     0.938     4.000
     2.600     3.000     2.250     2.000     0.000     0.008     0.861     0.131     3.000
     1.400     2.600     3.000     2.250     0.000     0.196     0.234     0.570     4.000
     2.800     3.000     4.000     2.286     0.000     0.000     0.090     0.910     4.000
     3.000     3.400     4.000     1.375     0.000     0.000     0.001     0.999     4.000
     2.000     3.400     1.750     1.500     0.000     0.050     0.559     0.391     3.000
     2.600     2.800     2.250     1.667     0.000     0.015     0.767     0.218     3.000
     1.800     1.600     3.750     2.286     0.000     0.850     0.039     0.111     2.000
     2.600     3.400     1.750     1.750     0.000     0.010     0.900     0.090     3.000
     2.800     3.200     1.250     1.125     0.588     0.009     0.389     0.014     1.000
     2.400     2.800     2.750     3.000     0.000     0.047     0.948     0.005     3.000
     3.200     3.000     2.667     2.250     0.000     0.000     0.889     0.111     3.000
     1.000     2.600     2.000     2.375     0.000     0.231     0.028     0.741     4.000
     3.200     3.000     1.000     2.625     0.000     0.000     0.996     0.004     3.000
     4.000     2.800     2.500     3.000     0.000     0.000     0.996     0.004     3.000
     3.000     3.000     2.000     2.625     0.000     0.001     0.993     0.006     3.000
     3.000     4.000     3.667     1.000     0.007     0.000     0.001     0.993     4.000
     2.400     3.000     3.000     2.875     0.000     0.017     0.971     0.012     3.000
     2.800     2.600     3.000     1.500     0.000     0.003     0.404     0.593     4.000
     3.000     3.000     2.750     2.125     0.000     0.000     0.809     0.190     3.000
     2.600     4.000     2.000     1.750     0.000     0.001     0.793     0.206     3.000
