     3.800     4.000     2.000     1.000     0.000     1.000     2.000
     3.000     3.000     2.500     2.750     0.035     0.965     2.000
     1.800     2.800     3.500     3.375     0.885     0.115     1.000
     1.400     1.000     2.750     2.750     1.000     0.000     1.000
     1.800     2.200     2.000     2.000     0.754     0.246     1.000
     1.600     1.600     2.750     1.875     0.989     0.011     1.000
     3.000     3.800     1.250     2.250     0.000     1.000     2.000
     2.600     2.200     2.000     2.000     0.317     0.683     2.000
     1.000     2.800     1.000     2.625     0.601     0.399     1.000
     2.200     2.000     1.000     1.750     0.394     0.606     2.000
     2.400     2.400     2.250     2.000     0.316     0.684     2.000
     2.600     3.000     2.000     1.500     0.013     0.987     2.000
     2.800     2.400     1.750     1.500     0.056     0.944     2.000
     3.600     1.600     2.250     3.125     0.654     0.346     1.000
     1.800     1.800     2.500     2.750     0.982     0.018     1.000
     2.200     2.400     3.000     2.250     0.687     0.313     1.000
     2.200     1.800     2.000     2.000     0.841     0.159     1.000
     1.800     2.400     2.000     2.000     0.593     0.407     1.000
     1.600     2.400     2.250     2.875     0.891     0.109     1.000
     2.200     3.000     1.000     2.250     0.027     0.973     2.000
     3.800     2.600     1.750     1.875     0.004     0.996     2.000
     4.200     3.000     1.250     1.714     0.000     1.000     2.000
     1.600     2.000     3.500     2.625     0.991     0.009     1.000
     1.400     2.400     2.000     2.000     0.790     0.210     1.000
     2.600     2.000     2.000     3.000     0.750     0.250     1.000
         *     3.000         *         *     0.059     0.941     2.000
     2.200     2.000     2.750     2.000     0.849     0.151     1.000
     1.800     2.000     2.250     1.500     0.828     0.172     1.000
     2.800     2.800     3.000     2.750     0.174     0.826     2.000
     2.000     3.600     1.250     1.000     0.002     0.998     2.000
     3.800     4.000     2.750     1.000     0.000     1.000     2.000
     2.400     2.600     2.500     2.000     0.223     0.777     2.000
     3.400     4.000     1.667     1.125     0.000     1.000     2.000
     4.800     4.000     4.000     1.000     0.000     1.000     2.000
     2.400     2.200     2.500     2.875     0.773     0.227     1.000
     2.800     3.000     1.000     2.250     0.007     0.993     2.000
     1.800     3.000     2.250     3.625     0.560     0.440     1.000
     1.600     2.400     2.500     2.125     0.822     0.178     1.000
     1.000     4.000     2.000     1.500     0.014     0.986     2.000
     1.000     2.000     3.000     2.000     0.992     0.008     1.000
     3.200     3.400     1.750     2.250     0.001     0.999     2.000
     2.400     2.000     1.750     2.250     0.613     0.387     1.000
     2.400     3.000     4.000     2.125     0.272     0.728     2.000
     2.600     3.000     2.250     2.000     0.030     0.970     2.000
     1.400     2.600     3.000     2.250     0.874     0.126     1.000
