     3.800     4.000     2.000     1.000     0.000     0.999     0.001     2.000
     3.000     3.000     2.500     2.750     0.929     0.000     0.071     1.000
     1.800     2.800     3.500     3.375     0.087     0.000     0.913     3.000
     1.400     1.000     2.750     2.750     0.000     0.000     1.000     3.000
     1.800     2.200     2.000     2.000     0.003     0.000     0.997     3.000
     1.600     1.600     2.750     1.875     0.000     0.000     1.000     3.000
     3.000     3.800     1.250     2.250     0.008     0.961     0.031     2.000
     2.600     2.200     2.000     2.000     0.016     0.000     0.984     3.000
     1.000     2.800     1.000     2.625     0.019     0.000     0.981     3.000
     2.200     2.000     1.000     1.750     0.000     0.000     1.000     3.000
     2.400     2.400     2.250     2.000     0.187     0.000     0.813     3.000
     2.600     3.000     2.000     1.500     0.942     0.000     0.058     1.000
     2.800     2.400     1.750     1.500     0.171     0.000     0.829     3.000
     3.600     1.600     2.250     3.125     0.000     0.000     1.000     3.000
     1.800     1.800     2.500     2.750     0.000     0.000     1.000     3.000
     2.200     2.400     3.000     2.250     0.106     0.000     0.894     3.000
     2.200     1.800     2.000     2.000     0.000     0.000     1.000     3.000
     1.800     2.400     2.000     2.000     0.043     0.000     0.957     3.000
     1.600     2.400     2.250     2.875     0.038     0.000     0.962     3.000
     2.200     3.000     1.000     2.250     0.806     0.000     0.194     1.000
     3.800     2.600     1.750     1.875     0.818     0.000     0.182     1.000
     4.200     3.000     1.250     1.714     0.972     0.000     0.028     1.000
     1.600     2.000     3.500     2.625     0.000     0.000     1.000     3.000
     1.400     2.400     2.000     2.000     0.011     0.000     0.989     3.000
     2.600     2.000     2.000     3.000     0.001     0.000     0.999     3.000
         *     3.000         *         *     0.860     0.000     0.140     1.000
     2.200     2.000     2.750     2.000     0.000     0.000     1.000     3.000
     1.800     2.000     2.250     1.500     0.000     0.000     1.000     3.000
     2.800     2.800     3.000     2.750     0.805     0.000     0.195     1.000
     2.000     3.600     1.250     1.000     0.355     0.000     0.645     3.000
     3.800     4.000     2.750     1.000     0.000     0.999     0.001     2.000
     2.400     2.600     2.500     2.000     0.604     0.000     0.396     1.000
     3.400     4.000     1.667     1.125     0.000     0.998     0.002     2.000
     4.800     4.000     4.000     1.000     0.000     0.999     0.001     2.000
     2.400     2.200     2.500     2.875     0.027     0.000     0.973     3.000
     2.800     3.000     1.000     2.250     0.936     0.000     0.064     1.000
     1.800     3.000     2.250     3.625     0.320     0.000     0.680     3.000
     1.600     2.400     2.500     2.125     0.027     0.000     0.973     3.000
     1.000     4.000     2.000     1.500     0.000     0.257     0.743     3.000
     1.000     2.000     3.000     2.000     0.000     0.000     1.000     3.000
     3.200     3.400     1.750     2.250     0.928     0.000     0.072     1.000
     2.400     2.000     1.750     2.250     0.000     0.000     1.000     3.000
     2.400     3.000     4.000     2.125     0.066     0.000     0.934     3.000
     2.600     3.000     2.250     2.000     0.933     0.000     0.067     1.000
     1.400     2.600     3.000     2.250     0.045     0.000     0.955     3.000
     2.800     3.000     4.000     2.286     0.130     0.000     0.870     3.000
     3.000     3.400     4.000     1.375     0.011     0.000     0.989     3.000
     2.000     3.400     1.750     1.500     0.607     0.000     0.393     1.000
     2.600     2.800     2.250     1.667     0.886     0.000     0.114     1.000
     1.800     1.600     3.750     2.286     0.000     0.000     1.000     3.000
     2.600     3.400     1.750     1.750     0.882     0.000     0.118     1.000
     2.800     3.200     1.250     1.125     0.965     0.000     0.035     1.000
     2.400     2.800     2.750     3.000     0.740     0.000     0.260     1.000
