     3.800     4.000     2.000     1.000     0.978     0.022     1.000
     3.000     3.000     2.500     2.750     0.999     0.001     1.000
     1.800     2.800     3.500     3.375     0.983     0.017     1.000
     1.400     1.000     2.750     2.750     1.000     0.000     1.000
     1.800     2.200     2.000     2.000     1.000     0.000     1.000
     1.600     1.600     2.750     1.875     1.000     0.000     1.000
     3.000     3.800     1.250     2.250     1.000     0.000     1.000
     2.600     2.200     2.000     2.000     1.000     0.000     1.000
     1.000     2.800     1.000     2.625     1.000     0.000     1.000
     2.200     2.000     1.000     1.750     1.000     0.000     1.000
     2.400     2.400     2.250     2.000     1.000     0.000     1.000
     2.600     3.000     2.000     1.500     1.000     0.000     1.000
     2.800     2.400     1.750     1.500     1.000     0.000     1.000
     3.600     1.600     2.250     3.125     1.000     0.000     1.000
     1.800     1.800     2.500     2.750     1.000     0.000     1.000
     2.200     2.400     3.000     2.250     0.995     0.005     1.000
     2.200     1.800     2.000     2.000     1.000     0.000     1.000
     1.800     2.400     2.000     2.000     1.000     0.000     1.000
     1.600     2.400     2.250     2.875     1.000     0.000     1.000
     2.200     3.000     1.000     2.250     1.000     0.000     1.000
     3.800     2.600     1.750     1.875     1.000     0.000     1.000
     4.200     3.000     1.250     1.714     1.000     0.000     1.000
     1.600     2.000     3.500     2.625     0.991     0.009     1.000
     1.400     2.400     2.000     2.000     1.000     0.000     1.000
     2.600     2.000     2.000     3.000     1.000     0.000     1.000
         *     3.000         *         *     0.966     0.034     1.000
     2.200     2.000     2.750     2.000     0.999     0.001     1.000
     1.800     2.000     2.250     1.500     1.000     0.000     1.000
     2.800     2.800     3.000     2.750     0.991     0.009     1.000
     2.000     3.600     1.250     1.000     1.000     0.000     1.000
     3.800     4.000     2.750     1.000     0.482     0.518     2.000
     2.400     2.600     2.500     2.000     0.999     0.001     1.000
     3.400     4.000     1.667     1.125     0.998     0.002     1.000
     4.800     4.000     4.000     1.000     0.001     0.999     2.000
     2.400     2.200     2.500     2.875     1.000     0.000     1.000
     2.800     3.000     1.000     2.250     1.000     0.000     1.000
     1.800     3.000     2.250     3.625     1.000     0.000     1.000
     1.600     2.400     2.500     2.125     1.000     0.000     1.000
     1.000     4.000     2.000     1.500     0.999     0.001     1.000
     1.000     2.000     3.000     2.000     0.999     0.001     1.000
     3.200     3.400     1.750     2.250     1.000     0.000     1.000
     2.400     2.000     1.750     2.250     1.000     0.000     1.000
     2.400     3.000     4.000     2.125     0.198     0.802     2.000
     2.600     3.000     2.250     2.000     0.999     0.001     1.000
     1.400     2.600     3.000     2.250     0.997     0.003     1.000
     2.800     3.000     4.000     2.286     0.172     0.828     2.000
     3.000     3.400     4.000     1.375     0.019     0.981     2.000
     2.000     3.400     1.750     1.500     1.000     0.000     1.000
     2.600     2.800     2.250     1.667     0.999     0.001     1.000
     1.800     1.600     3.750     2.286     0.971     0.029     1.000
     2.600     3.400     1.750     1.750     1.000     0.000     1.000
     2.800     3.200     1.250     1.125     1.000     0.000     1.000
     2.400     2.800     2.750     3.000     0.999     0.001     1.000
     3.200     3.000     2.667     2.250     0.992     0.008     1.000
     1.000     2.600     2.000     2.375     1.000     0.000     1.000
     3.200     3.000     1.000     2.625     1.000     0.000     1.000
     4.000     2.800     2.500     3.000     0.998     0.002     1.000
     3.000     3.000     2.000     2.625     1.000     0.000     1.000
     3.000     4.000     3.667     1.000     0.019     0.981     2.000
     2.400     3.000     3.000     2.875     0.992     0.008     1.000
     2.800     2.600     3.000     1.500     0.961     0.039     1.000
     3.000     3.000     2.750     2.125     0.988     0.012     1.000
     2.600     4.000     2.000     1.750     0.998     0.002     1.000
     3.000     2.000     2.750     2.000     0.998     0.002     1.000
     2.200     2.400     4.000     2.000     0.454     0.546     2.000
     3.400     4.000     2.500     2.000     0.957     0.043     1.000
     3.200     3.000     2.500     1.875     0.994     0.006     1.000
     3.400     3.750     1.250     2.143     1.000     0.000     1.000
     2.000     2.000     2.500     2.250     1.000     0.000     1.000
     3.400     3.800     1.000     1.250     1.000     0.000     1.000
     2.800     4.000     2.000     2.000     0.998     0.002     1.000
     2.000     3.000     1.000     1.750     1.000     0.000     1.000
     2.600     3.000     2.000     2.000     1.000     0.000     1.000
     3.500     2.800     2.000     3.286     1.000     0.000     1.000
     2.200     3.000     2.000     2.000     1.000     0.000     1.000
     1.000     2.600     1.500     1.857     1.000     0.000     1.000
     3.000     3.000     1.750     1.500     1.000     0.000     1.000
     2.200     1.000     3.250     1.250     0.995     0.005     1.000
     3.800     3.600     4.000     2.000     0.015     0.985     2.000
     2.000     3.000     3.000     2.000     0.981     0.019     1.000
     3.000     3.000     2.000     2.000     1.000     0.000     1.000
     3.400     3.000     1.000     1.250     1.000     0.000     1.000
     2.000     3.000     1.000     2.000     1.000     0.000     1.000
     1.000     2.200     2.500     2.286     1.000     0.000     1.000
     1.000     1.200     1.000     3.500     1.000     0.000     1.000
     2.400     3.600     2.000     1.875     0.999     0.001     1.000
     1.000     2.000     3.000     3.000     1.000     0.000     1.000
     1.000     1.000     4.000     4.000     0.999     0.001     1.000
     2.600     2.200     2.000     1.875     1.000     0.000     1.000
     4.000     3.000     2.250     1.000     0.986     0.014     1.000
         *     2.400         *         *     0.980     0.020     1.000
     3.800     3.600     1.000     1.000     1.000     0.000     1.000
     2.800     4.000     1.000     2.000     1.000     0.000     1.000
     3.000     4.000     1.000     1.000     1.000     0.000     1.000
     3.000     3.000     2.000     1.875     1.000     0.000     1.000
     3.000     2.600     2.000     2.000     1.000     0.000     1.000
     2.800     3.000     2.000     3.125     1.000     0.000     1.000
     2.600     2.800     2.000     2.000     1.000     0.000     1.000
     4.000     3.400     3.000     2.000     0.754     0.246     1.000
     2.000     2.600     1.750     2.625     1.000     0.000     1.000
     3.200     3.000     1.000     1.000     1.000     0.000     1.000
     3.000     2.400     2.000     2.375     1.000     0.000     1.000
     2.200     2.600     1.000     1.000     1.000     0.000     1.000
     2.500     2.600     2.000     2.125     1.000     0.000     1.000
     3.400     3.800     2.000     2.625     0.999     0.001     1.000
     2.600     3.200     1.000     3.000     1.000     0.000     1.000
     3.000     3.000     2.000     2.000     1.000     0.000     1.000
     2.800     3.000     2.000     1.750     1.000     0.000     1.000
     3.000     3.000     1.000     2.000     1.000     0.000     1.000
     2.800     3.000     2.000     2.250     1.000     0.000     1.000
         *     2.800         *         *     0.972     0.028     1.000
     2.800     2.600     1.750     1.000     1.000     0.000     1.000
     2.000     3.000     2.250     1.625     0.999     0.001     1.000
         *     2.200         *         *     0.984     0.016     1.000
     4.000     1.000     2.000     2.750     1.000     0.000     1.000
     1.400     2.200     1.500     1.000     1.000     0.000     1.000
     3.000     2.800     2.000     3.143     1.000     0.000     1.000
     1.400     1.600     3.500     2.500     0.996     0.004     1.000
     2.400     2.400     2.000     2.000     1.000     0.000     1.000
     3.000     3.000     2.000     2.750     1.000     0.000     1.000
     2.800     2.600     2.250     3.000     1.000     0.000     1.000
     3.400     1.200     3.000     2.250     0.998     0.002     1.000
     2.000     3.000     2.000     2.000     1.000     0.000     1.000
     3.400     4.000     2.500     1.429     0.906     0.094     1.000
     3.200     3.000     1.750     1.750     1.000     0.000     1.000
     3.200     3.000     2.000     2.000     1.000     0.000     1.000
     2.600     2.200     2.000     2.375     1.000     0.000     1.000
     3.600     2.800     1.000     2.375     1.000     0.000     1.000
     3.400     2.000     2.750     3.625     1.000     0.000     1.000
     2.800     3.000     2.000     2.375     1.000     0.000     1.000
     1.000     1.000     3.250     2.625     1.000     0.000     1.000
     2.200     3.400     1.250     3.625     1.000     0.000     1.000
     2.600     3.000     2.000     2.750     1.000     0.000     1.000
     2.600     4.000     2.000     1.000     0.993     0.007     1.000
     2.800     3.000     2.000     1.875     1.000     0.000     1.000
         *         *     2.000     1.250     0.996     0.004     1.000
     2.200     2.600     2.000     1.000     1.000     0.000     1.000
     2.200     2.800     2.000     2.000     1.000     0.000     1.000
     3.000     2.600     2.000     2.000     1.000     0.000     1.000
     2.250     3.200     2.000     2.000     1.000     0.000     1.000
     1.000     1.600     1.750         *     1.000     0.000     1.000
     2.600     1.000     1.500     2.375     1.000     0.000     1.000
     1.600     2.400     2.000     2.000     1.000     0.000     1.000
     3.500     2.800     2.250     2.000     0.999     0.001     1.000
     3.400     2.800     1.750     2.125     1.000     0.000     1.000
     1.800     3.000         *     2.500     0.989     0.011     1.000
     3.000     3.000     2.000     1.875     1.000     0.000     1.000
     2.400     2.800     2.750     2.375     0.997     0.003     1.000
     4.800     2.800     1.500     2.500     1.000     0.000     1.000
     2.800     2.800     2.000     1.375     1.000     0.000     1.000
     2.600     2.000     1.000     1.750     1.000     0.000     1.000
     3.000     3.000     4.000     2.000     0.100     0.900     2.000
     2.800     2.600     2.000     2.000     1.000     0.000     1.000
     1.400     2.000     2.750     2.125     1.000     0.000     1.000
         *         *     1.000         *     1.000     0.000     1.000
     3.000     2.800     2.000     2.000     1.000     0.000     1.000
     2.600     2.000     2.750     2.750     1.000     0.000     1.000
     2.600     3.000     3.000     1.875     0.960     0.040     1.000
     3.200     2.400     2.000     2.143     1.000     0.000     1.000
     3.000     3.000     2.500     1.500     0.992     0.008     1.000
     3.000     2.000     2.000     4.000     1.000     0.000     1.000
     4.400     1.400     4.000     2.375     0.524     0.476     1.000
     3.000     2.600     2.000     2.375     1.000     0.000     1.000
     2.600     3.000     2.000     2.500     1.000     0.000     1.000
     2.400     3.200     1.000     2.375     1.000     0.000     1.000
     2.200     3.000     2.000     2.000     1.000     0.000     1.000
     2.800     2.800     2.000     2.500     1.000     0.000     1.000
     2.200     2.600     1.250     1.750     1.000     0.000     1.000
     3.400     3.000     2.000     2.625     1.000     0.000     1.000
     3.800     2.800     2.000     3.000     1.000     0.000     1.000
     2.000     2.000     2.000     2.000     1.000     0.000     1.000
     3.000     2.000     3.000     1.857     0.991     0.009     1.000
     4.400     2.800     2.250     1.625     0.994     0.006     1.000
     2.800     4.000     1.000     1.500     1.000     0.000     1.000
     1.400     2.000     2.000     3.750     1.000     0.000     1.000
     3.400     4.000     2.000     1.750     0.995     0.005     1.000
     2.800     2.800     1.250     2.750     1.000     0.000     1.000
     2.200     3.000     2.000     2.250     1.000     0.000     1.000
     2.800     3.800     2.500     1.750     0.977     0.023     1.000
     2.400     2.800     3.000     2.375     0.989     0.011     1.000
     2.000     2.400     3.500     2.625     0.971     0.029     1.000
