     3.800     4.000     2.000     1.000     0.000     0.998     0.002     2.000
     3.000     3.000     2.500     2.750     0.927     0.000     0.073     1.000
     1.800     2.800     3.500     3.375     0.013     0.000     0.987     3.000
     1.400     1.000     2.750     2.750     0.000     0.000     1.000     3.000
     1.800     2.200     2.000     2.000     0.000     0.000     1.000     3.000
     1.600     1.600     2.750     1.875     0.000     0.000     1.000     3.000
     3.000     3.800     1.250     2.250     0.000     0.983     0.017     2.000
     2.600     2.200     2.000     2.000     0.000     0.000     1.000     3.000
     1.000     2.800     1.000     2.625     0.009     0.000     0.991     3.000
     2.200     2.000     1.000     1.750     0.000     0.000     1.000     3.000
     2.400     2.400     2.250     2.000     0.000     0.000     1.000     3.000
     2.600     3.000     2.000     1.500     0.960     0.001     0.039     1.000
     2.800     2.400     1.750     1.500     0.000     0.000     1.000     3.000
     3.600     1.600     2.250     3.125     0.000     0.000     1.000     3.000
     1.800     1.800     2.500     2.750     0.000     0.000     1.000     3.000
     2.200     2.400     3.000     2.250     0.000     0.000     1.000     3.000
     2.200     1.800     2.000     2.000     0.000     0.000     1.000     3.000
     1.800     2.400     2.000     2.000     0.000     0.000     1.000     3.000
     1.600     2.400     2.250     2.875     0.000     0.000     1.000     3.000
     2.200     3.000     1.000     2.250     0.886     0.001     0.114     1.000
     3.800     2.600     1.750     1.875     0.032     0.000     0.968     3.000
     4.200     3.000     1.250     1.714     0.958     0.010     0.032     1.000
     1.600     2.000     3.500     2.625     0.000     0.000     1.000     3.000
     1.400     2.400     2.000     2.000     0.000     0.000     1.000     3.000
     2.600     2.000     2.000     3.000     0.000     0.000     1.000     3.000
         *     3.000         *         *     0.891     0.001     0.108     1.000
     2.200     2.000     2.750     2.000     0.000     0.000     1.000     3.000
     1.800     2.000     2.250     1.500     0.000     0.000     1.000     3.000
     2.800     2.800     3.000     2.750     0.504     0.000     0.496     1.000
     2.000     3.600     1.250     1.000     0.000     0.921     0.079     2.000
     3.800     4.000     2.750     1.000     0.000     0.997     0.003     2.000
     2.400     2.600     2.500     2.000     0.007     0.000     0.993     3.000
     3.400     4.000     1.667     1.125     0.000     0.998     0.002     2.000
     4.800     4.000     4.000     1.000     0.000     0.996     0.004     2.000
     2.400     2.200     2.500     2.875     0.000     0.000     1.000     3.000
     2.800     3.000     1.000     2.250     0.961     0.001     0.038     1.000
     1.800     3.000     2.250     3.625     0.195     0.000     0.805     3.000
     1.600     2.400     2.500     2.125     0.000     0.000     1.000     3.000
     1.000     4.000     2.000     1.500     0.000     0.441     0.559     3.000
     1.000     2.000     3.000     2.000     0.000     0.000     1.000     3.000
     3.200     3.400     1.750     2.250     0.002     0.750     0.248     2.000
     2.400     2.000     1.750     2.250     0.000     0.000     1.000     3.000
     2.400     3.000     4.000     2.125     0.390     0.001     0.609     3.000
     2.600     3.000     2.250     2.000     0.948     0.000     0.051     1.000
     1.400     2.600     3.000     2.250     0.000     0.000     1.000     3.000
     2.800     3.000     4.000     2.286     0.536     0.001     0.464     1.000
     3.000     3.400     4.000     1.375     0.000     0.528     0.471     2.000
     2.000     3.400     1.750     1.500     0.001     0.443     0.556     3.000
     2.600     2.800     2.250     1.667     0.796     0.000     0.204     1.000
     1.800     1.600     3.750     2.286     0.000     0.000     1.000     3.000
     2.600     3.400     1.750     1.750     0.002     0.696     0.303     2.000
     2.800     3.200     1.250     1.125     0.608     0.227     0.165     1.000
     2.400     2.800     2.750     3.000     0.331     0.000     0.669     3.000
     3.200     3.000     2.667     2.250     0.953     0.000     0.046     1.000
     1.000     2.600     2.000     2.375     0.000     0.000     1.000     3.000
     3.200     3.000     1.000     2.625     0.962     0.001     0.038     1.000
     4.000     2.800     2.500     3.000     0.591     0.000     0.408     1.000
     3.000     3.000     2.000     2.625     0.956     0.000     0.044     1.000
     3.000     4.000     3.667     1.000     0.000     0.979     0.021     2.000
     2.400     3.000     3.000     2.875     0.690     0.000     0.310     1.000
     2.800     2.600     3.000     1.500     0.009     0.000     0.991     3.000
     3.000     3.000     2.750     2.125     0.946     0.000     0.054     1.000
     2.600     4.000     2.000     1.750     0.000     0.977     0.023     2.000
     3.000     2.000     2.750     2.000     0.000     0.000     1.000     3.000
     2.200     2.400     4.000     2.000     0.000     0.000     1.000     3.000
