     3.800     4.000     2.000     1.000     0.000     0.969     0.031     2.000
     3.000     3.000     2.500     2.750     0.000     0.999     0.001     2.000
     1.800     2.800     3.500     3.375     0.000     0.973     0.027     2.000
     1.400     1.000     2.750     2.750     0.716     0.284     0.000     1.000
     1.800     2.200     2.000     2.000     0.057     0.943     0.000     2.000
     1.600     1.600     2.750     1.875     0.205     0.795     0.000     2.000
     3.000     3.800     1.250     2.250     0.000     1.000     0.000     2.000
     2.600     2.200     2.000     2.000     0.062     0.938     0.000     2.000
     1.000     2.800     1.000     2.625     0.013     0.987     0.000     2.000
     2.200     2.000     1.000     1.750     0.843     0.157     0.000     1.000
     2.400     2.400     2.250     2.000     0.010     0.990     0.000     2.000
     2.600     3.000     2.000     1.500     0.001     0.999     0.000     2.000
     2.800     2.400     1.750     1.500     0.080     0.920     0.000     2.000
     3.600     1.600     2.250     3.125     0.205     0.795     0.000     2.000
     1.800     1.800     2.500     2.750     0.049     0.951     0.000     2.000
     2.200     2.400     3.000     2.250     0.001     0.998     0.002     2.000
     2.200     1.800     2.000     2.000     0.395     0.605     0.000     2.000
     1.800     2.400     2.000     2.000     0.018     0.982     0.000     2.000
     1.600     2.400     2.250     2.875     0.003     0.997     0.000     2.000
     2.200     3.000     1.000     2.250     0.008     0.992     0.000     2.000
     3.800     2.600     1.750     1.875     0.018     0.982     0.000     2.000
     4.200     3.000     1.250     1.714     0.010     0.990     0.000     2.000
     1.600     2.000     3.500     2.625     0.001     0.996     0.003     2.000
     1.400     2.400     2.000     2.000     0.018     0.982     0.000     2.000
     2.600     2.000     2.000     3.000     0.052     0.948     0.000     2.000
         *     3.000         *         *     0.003     0.965     0.031     2.000
     2.200     2.000     2.750     2.000     0.022     0.978     0.000     2.000
     1.800     2.000     2.250     1.500     0.156     0.844     0.000     2.000
     2.800     2.800     3.000     2.750     0.000     0.993     0.007     2.000
     2.000     3.600     1.250     1.000     0.001     0.999     0.000     2.000
     3.800     4.000     2.750     1.000     0.000     0.277     0.723     3.000
     2.400     2.600     2.500     2.000     0.001     0.998     0.000     2.000
     3.400     4.000     1.667     1.125     0.000     0.997     0.003     2.000
     4.800     4.000     4.000     1.000     0.000     0.000     1.000     3.000
     2.400     2.200     2.500     2.875     0.005     0.995     0.000     2.000
     2.800     3.000     1.000     2.250     0.008     0.992     0.000     2.000
     1.800     3.000     2.250     3.625     0.000     1.000     0.000     2.000
     1.600     2.400     2.500     2.125     0.004     0.996     0.000     2.000
     1.000     4.000     2.000     1.500     0.000     0.998     0.002     2.000
     1.000     2.000     3.000     2.000     0.009     0.990     0.000     2.000
     3.200     3.400     1.750     2.250     0.000     1.000     0.000     2.000
     2.400     2.000     1.750     2.250     0.235     0.765     0.000     2.000
     2.400     3.000     4.000     2.125     0.000     0.113     0.887     3.000
     2.600     3.000     2.250     2.000     0.000     0.999     0.000     2.000
     1.400     2.600     3.000     2.250     0.000     0.998     0.002     2.000
     2.800     3.000     4.000     2.286     0.000     0.104     0.896     3.000
     3.000     3.400     4.000     1.375     0.000     0.007     0.993     3.000
     2.000     3.400     1.750     1.500     0.000     1.000     0.000     2.000
     2.600     2.800     2.250     1.667     0.002     0.998     0.000     2.000
     1.800     1.600     3.750     2.286     0.008     0.988     0.004     2.000
     2.600     3.400     1.750     1.750     0.000     1.000     0.000     2.000
     2.800     3.200     1.250     1.125     0.006     0.994     0.000     2.000
     2.400     2.800     2.750     3.000     0.000     0.999     0.001     2.000
     3.200     3.000     2.667     2.250     0.000     0.995     0.005     2.000
     1.000     2.600     2.000     2.375     0.003     0.997     0.000     2.000
     3.200     3.000     1.000     2.625     0.005     0.995     0.000     2.000
     4.000     2.800     2.500     3.000     0.000     0.999     0.001     2.000
     3.000     3.000     2.000     2.625     0.000     1.000     0.000     2.000
     3.000     4.000     3.667     1.000     0.000     0.003     0.997     3.000
     2.400     3.000     3.000     2.875     0.000     0.991     0.009     2.000
     2.800     2.600     3.000     1.500     0.001     0.986     0.014     2.000
     3.000     3.000     2.750     2.125     0.000     0.992     0.008     2.000
     2.600     4.000     2.000     1.750     0.000     0.995     0.005     2.000
     3.000     2.000     2.750     2.000     0.024     0.975     0.000     2.000
     2.200     2.400     4.000     2.000     0.000     0.560     0.440     2.000
     3.400     4.000     2.500     2.000     0.000     0.881     0.119     2.000
     3.200     3.000     2.500     1.875     0.000     0.997     0.003     2.000
     3.400     3.750     1.250     2.143     0.000     1.000     0.000     2.000
     2.000     2.000     2.500     2.250     0.032     0.968     0.000     2.000
     3.400     3.800     1.000     1.250     0.000     1.000     0.000     2.000
     2.800     4.000     2.000     2.000     0.000     0.995     0.005     2.000
     2.000     3.000     1.000     1.750     0.015     0.985     0.000     2.000
     2.600     3.000     2.000     2.000     0.001     0.999     0.000     2.000
     3.500     2.800     2.000     3.286     0.000     1.000     0.000     2.000
     2.200     3.000     2.000     2.000     0.001     0.999     0.000     2.000
     1.000     2.600     1.500     1.857     0.027     0.973     0.000     2.000
     3.000     3.000     1.750     1.500     0.003     0.997     0.000     2.000
     2.200     1.000     3.250     1.250     0.833     0.167     0.000     1.000
     3.800     3.600     4.000     2.000     0.000     0.004     0.996     3.000
     2.000     3.000     3.000     2.000     0.000     0.981     0.019     2.000
     3.000     3.000     2.000     2.000     0.001     0.999     0.000     2.000
     3.400     3.000     1.000     1.250     0.035     0.965     0.000     2.000
     2.000     3.000     1.000     2.000     0.011     0.989     0.000     2.000
     1.000     2.200     2.500     2.286     0.008     0.991     0.000     2.000
     1.000     1.200     1.000     3.500     0.978     0.022     0.000     1.000
     2.400     3.600     2.000     1.875     0.000     0.999     0.001     2.000
     1.000     2.000     3.000     3.000     0.002     0.998     0.000     2.000
     1.000     1.000     4.000     4.000     0.011     0.989     0.000     2.000
     2.600     2.200     2.000     1.875     0.073     0.927     0.000     2.000
     4.000     3.000     2.250     1.000     0.001     0.995     0.003     2.000
         *     2.400         *         *     0.030     0.956     0.014     2.000
     3.800     3.600     1.000     1.000     0.002     0.998     0.000     2.000
     2.800     4.000     1.000     2.000     0.000     1.000     0.000     2.000
     3.000     4.000     1.000     1.000     0.000     1.000     0.000     2.000
     3.000     3.000     2.000     1.875     0.001     0.999     0.000     2.000
     3.000     2.600     2.000     2.000     0.007     0.993     0.000     2.000
     2.800     3.000     2.000     3.125     0.000     1.000     0.000     2.000
     2.600     2.800     2.000     2.000     0.002     0.998     0.000     2.000
     4.000     3.400     3.000     2.000     0.000     0.718     0.282     2.000
     2.000     2.600     1.750     2.625     0.005     0.995     0.000     2.000
     3.200     3.000     1.000     1.000     0.047     0.953     0.000     2.000
     3.000     2.400     2.000     2.375     0.013     0.987     0.000     2.000
     2.200     2.600     1.000     1.000     0.311     0.689     0.000     2.000
